,flatterrain,stepterrain,high_friction,low_friction
MPC,0.03740251284092665,0.023779593762010335,0.09078165024518967,0.05625538349151611
CAMPC,0.10161895429094632,0.07535381405303876,0.08046508684754372,0.08985424271474282
Estimation,0.011924999922313946,0.013923629074538714,0.016047864327294714,0.018609959050862983
