,flatterrain,stepterrain,high_friction,low_friction
MPC,0.027456396982675595,1548.3203702559383,0.45172606396679393,0.4576677766790625
CAMPC,0.03723507120426619,21.671681877688137,0.10736547512088283,0.35569475673599604
