,flatterrain,stepterrain,high_friction,low_friction
MPC,0.027510642474453638,1547.8995623235833,0.45183588598064506,0.4628129929297595
CAMPC,0.037214292176333374,24.832631788981573,0.0919980440779112,0.32474157043957597
