,flatterrain,stepterrain,high_friction,low_friction
MPC,3.9123269690577445e-07,1.5589023419076335,0.010504724223787676,0.010184990430779806
CAMPC,4.55166202524282e-05,0.03603983098681063,0.00821077356687816,0.008358468855996115
