,flatterrain,stepterrain,high_friction,low_friction
MPC,0.023849539643462418,1543.7143467067392,0.46021819592309166,0.6148259278076531
CAMPC,0.04879154173883168,267.3695938287892,0.14075844331387244,0.35576272261456304
