,flatterrain,stepterrain,high_friction,low_friction
MPC,4.8951633236207e-06,0.1697845338494113,0.002621127371653257,0.0026786279956497725
CAMPC,3.511477308109796e-05,0.08391679249853128,0.0006113271543624017,0.0006119257669243256
